layer,layer_index,module,shape,safety_norm,utility_norm,safe_norm,merged_utility_norm,projected_utility_norm,cos_safety_safe,cos_safety_utility,cos_utility_safe,cos_merged_projected,merged_utility_retained_ratio,merged_utility_damage_ratio,merged_total_energy_ratio,projected_utility_retained_ratio,projected_utility_damage_ratio,projected_total_energy_ratio,safety_max,safety_min,safety_mean,safety_var,utility_max,utility_min,utility_mean,utility_var,safe_max,safe_min,safe_mean,safe_var,merged_utility_max,merged_utility_min,merged_utility_mean,merged_utility_var,projected_utility_max,projected_utility_min,projected_utility_mean,projected_utility_var
layers.10.mlp.down_proj,10,down_proj,"[4096, 14336]",0.10788362473249435,0.07470677047967911,0.10880055278539658,0.13425907492637634,0.0005058388924226165,-0.03683698549866676,0.06070555001497269,-0.006859579123556614,0.032991923391819,1.1619222340769397,0.0,3.228149890899658,2.1016057028005585e-09,0.9999999978983943,4.58433132735081e-05,0.0001937638589879498,-0.00018929400539491326,-7.011096703202213e-10,2.0079600482336701e-10,0.00011781125795096159,-0.00011699277092702687,-1.3762688766405518e-09,9.624101515726124e-11,0.00016109297575894743,-0.00017628201749175787,1.7737300517239873e-10,2.0434855196871382e-10,0.0001998344814637676,-0.0002087378961732611,-2.0976773651426583e-09,3.1068028705227846e-10,8.191066172003048e-07,-7.485297146558878e-07,-8.241753091629833e-13,4.4120095455486754e-15
layers.10.mlp.gate_proj,10,gate_proj,"[14336, 4096]",0.193063423037529,0.10853251069784164,0.1746077984571457,0.22404982149600983,5.571186920860782e-05,-0.005490753334015608,0.03098345175385475,-0.0005190037190914154,0.004935586825013161,1.1005223543950393,0.0,4.262063980102539,6.947840494780316e-14,0.9999999999999305,2.6358748073107563e-07,0.0003130555269308388,-0.0003037645947188139,3.224435829451977e-09,6.428766963217925e-10,0.0001509322173660621,-0.00014379745698533952,6.130234098122855e-10,2.02857466935491e-10,0.00026466057170182467,-0.0002489025064278394,3.443505258715618e-09,5.246884038356825e-10,0.00031835134723223746,-0.000309326482238248,3.78113274024372e-09,8.645916205196613e-10,7.945780566842586e-08,-8.44882919182055e-08,-1.0992796299971741e-12,5.347072165321612e-17
layers.10.mlp.up_proj,10,up_proj,"[14336, 4096]",0.16885963082313538,0.11166603863239288,0.15611626207828522,0.2052396684885025,0.0002722598728723824,-0.008325603790581226,0.03826466575264931,-0.0024670956190675497,0.00809863954782486,1.1056920329849618,0.0,3.3796651363372803,3.5421478645320566e-11,0.9999999999645786,5.951594630460022e-06,0.00024082345771603286,-0.00030159400193952024,8.412825991399586e-11,4.906771655655007e-10,0.00015443815209437162,-0.00014673300029244274,3.688578331662029e-09,2.14676859622287e-10,0.0002196447749156505,-0.0002484272117726505,-2.478655503068694e-09,4.198762448837101e-10,0.00033230154076591134,-0.0003279037482570857,3.785974644898715e-09,7.255354650403945e-10,4.3335893451512675e-07,-3.8315056372084655e-07,4.323792192340026e-12,1.2776693680778333e-15
layers.10.self_attn.q_proj,10,q_proj,"[4096, 4096]",0.08471579104661942,0.05108197405934334,0.08062714338302612,0.10098019242286682,8.754687769396696e-06,-0.006953270640224218,0.06894604116678238,0.0001717064733384177,-0.0056857154704630375,1.2159951280921177,0.0,3.908290147781372,8.62966822526606e-16,0.9999999999999991,2.9376172605566353e-08,0.00021773703338112682,-0.00024766506976448,-2.337498195004173e-09,4.285435617479294e-10,0.0001281738223042339,-0.00011717772576957941,1.3452309266526186e-09,1.558135426238394e-10,0.00018520884623285383,-0.00019655327196232975,2.1161559171645195e-09,3.8817879466357397e-10,0.0003223842359147966,-0.000313076248858124,-9.300135661582942e-10,6.089646564788609e-10,2.011157462789015e-08,-2.1343449674304793e-08,2.297903078755936e-13,4.57720598751371e-18
layers.10.self_attn.v_proj,10,v_proj,"[1024, 4096]",0.03958461061120033,0.03129085153341293,0.044046126306056976,0.05195189639925957,5.091282946523279e-05,-0.012449768371880054,0.07918655127286911,-0.0016274636145681143,0.010231001302599907,1.1884057068994167,0.0,2.756640911102295,7.009590783993299e-12,0.9999999999929904,2.6475643153389683e-06,0.0002109481574734673,-0.00019171799067407846,6.69356126081766e-09,3.736719267344313e-10,0.00013564997061621398,-0.0001242116413777694,3.154264183180544e-09,2.3348542543821793e-10,0.00022640073439106345,-0.00026471109595149755,-4.58485471810377e-11,4.626438676602618e-10,0.00023339176550507545,-0.00022953268489800394,9.72635483265094e-09,6.436354782479725e-10,3.059862194731977e-07,-2.617023255879758e-07,5.299645271239495e-14,6.18167662461063e-16
layers.11.mlp.down_proj,11,down_proj,"[4096, 14336]",0.10620817542076111,0.07535015791654587,0.10821884870529175,0.13141052424907684,0.000580028397962451,-0.0274928268045187,0.02474449947476387,-0.007801753468811512,0.026456095278263092,1.0629873391486058,0.0,3.0375773906707764,3.5197254826546624e-09,0.9999999964802745,5.932731437496841e-05,0.00018192267452832311,-0.00017202587332576513,-3.78240683218678e-09,1.9452589539170617e-10,0.00010217447561444715,-0.00011055549839511514,-1.18093188006263e-10,9.788767713070357e-11,0.0001863335637608543,-0.00022211803297977895,-4.6490683525135523e-10,2.0211853024587612e-10,0.0001756637211656198,-0.0001739385916152969,-3.93645027685352e-09,2.9734106843370967e-10,1.1906176951015368e-06,-9.988024203266832e-07,2.4920350071705455e-12,5.8074188226354614e-15
layers.11.mlp.gate_proj,11,gate_proj,"[14336, 4096]",0.18096011877059937,0.1101725623011589,0.18293018639087677,0.2138887345790863,0.0001378252636641264,-0.007630318868905306,0.02619578130543232,-0.001266209059394896,0.007076864130795002,1.0780738990433747,0.0,3.769808292388916,2.457150409570344e-12,0.9999999999975429,1.567530830470787e-06,0.0003115641593467444,-0.0003013084642589092,-3.5365348427518484e-09,5.636797695274254e-10,0.0001609594328328967,-0.00016338544082827866,-1.485432221670635e-09,2.090134870735838e-10,0.000285558111499995,-0.0002970795030705631,2.525577302847637e-09,5.764577704070462e-10,0.0003293512563686818,-0.0003249584115110338,-4.985662993561846e-09,7.879404351207597e-10,2.2396703514004912e-07,-2.1528110494273278e-07,-1.9040225125721566e-12,3.2763504391548274e-16
layers.11.mlp.up_proj,11,up_proj,"[14336, 4096]",0.1658353954553604,0.11196066439151764,0.15869799256324768,0.2025609314441681,0.0001662279391894117,-0.005927823483943939,0.03367650881409645,-0.001500985468737781,0.005608348175883293,1.0908024371612015,0.0,3.2754359245300293,4.854987909924011e-12,0.999999999995145,2.203403937528492e-06,0.0002827346615958959,-0.00025962170911952853,1.0516006815342038e-10,4.73497574482451e-10,0.00013818895968142897,-0.00015074123803060502,-8.419459018860209e-10,2.1580086329020531e-10,0.00029404668021015823,-0.000278349791187793,1.873124100271184e-09,4.3381934156094815e-10,0.0002993431990034878,-0.00031614326871931553,-7.421818160047167e-10,7.068414742406048e-10,2.9141384061404096e-07,-3.0784744353695714e-07,-1.961036584854914e-12,4.7549666213866e-16
layers.11.self_attn.q_proj,11,q_proj,"[4096, 4096]",0.07997119426727295,0.05083116516470909,0.06972889602184296,0.09551316499710083,7.101627852534875e-05,-0.0017727958038449287,0.030267618596553802,0.0013993860920891166,-0.0006930282106623054,1.0873961822001235,0.0,3.5305657386779785,3.809203559295738e-12,0.9999999999961908,1.9517162854754133e-06,0.0001926895638462156,-0.00019220513058826327,-2.1622059698245266e-10,3.818752536410841e-10,0.00010427490633446723,-0.00011357984476489946,6.958453258043562e-10,1.542771882467875e-10,0.00015220225031953305,-0.00015566000365652144,6.216823722482445e-10,2.9027077963483805e-10,0.0002248981618322432,-0.00022228500165510923,5.232646538289032e-10,5.446857409552308e-10,1.5501674965889833e-07,-1.5853844104185555e-07,6.331772129178348e-13,3.01105310262988e-16
layers.11.self_attn.v_proj,11,v_proj,"[1024, 4096]",0.04200870171189308,0.03256843984127045,0.040888190269470215,0.05428900569677353,0.0001040531788021326,-0.008107473142445087,0.05772334709763527,-0.0031956667080521584,0.008132471702992916,1.138480672218293,0.0,2.7787179946899414,1.0420169134368914e-10,0.9999999998957984,1.020792387862457e-05,0.00021980126621201634,-0.00020843073434662074,9.898222685933433e-09,4.2084130624786553e-10,0.00013844513159710914,-0.00014010744052939117,-6.141723130070886e-09,2.529429721231935e-10,0.00019647587032523006,-0.00017923672567121685,-9.972263903534895e-09,3.9868769396989023e-10,0.0002735176822170615,-0.0002713219728320837,3.6310590090238293e-09,7.028572168721325e-10,4.561319713047851e-07,-5.000031251256587e-07,2.537799831392462e-11,2.582021544543598e-15
layers.12.mlp.down_proj,12,down_proj,"[4096, 14336]",0.10075831413269043,0.07450681179761887,0.09994376450777054,0.12623971700668335,0.00038513162871822715,-0.03031848557293415,0.020706498995423317,-0.005240721628069878,0.026982182636857033,1.0504130851804803,0.0,2.8635013103485107,7.157774849487091e-10,0.9999999992842226,2.67540253844345e-05,0.00016375395352952182,-0.00015474905376322567,1.4174109663755985e-09,1.7510430605494065e-10,0.00010004952491726726,-0.00010536758054513484,3.1402930256163586e-10,9.572151404846352e-11,0.0001877983595477417,-0.00021266435214783996,1.0855991661173903e-09,1.724712317408006e-10,0.000172026630025357,-0.000159878603881225,1.676794592064823e-09,2.7409846614645517e-10,8.194752467716171e-07,-7.236572514557338e-07,-4.183219742825983e-12,2.560937200420544e-15
layers.12.mlp.gate_proj,12,gate_proj,"[14336, 4096]",0.19568537175655365,0.11260226368904114,0.21026267111301422,0.22780489921569824,0.0003637390036601573,-0.011203831993043423,0.023299286141991615,-0.0032720856834203005,0.011165941134095192,1.0733891493064363,0.0,4.093066692352295,1.0919095248342037e-10,0.999999999890809,1.0449449291627388e-05,0.0003225162217859179,-0.000344660336850211,6.062756408020675e-10,6.604680691246756e-10,0.00015850317140575498,-0.00015123968478292227,1.9300929743337747e-09,2.1833831964634953e-10,0.0003811109345406294,-0.0003671110316645354,1.6033695482420285e-09,7.629119558316688e-10,0.0003455633413977921,-0.00034370578941889107,2.5559765415295033e-09,8.936734130493562e-10,6.348512897602632e-07,-6.590615839741076e-07,-2.7727327812226976e-12,2.281516277714401e-15
layers.12.mlp.up_proj,12,up_proj,"[14336, 4096]",0.16926053166389465,0.11192375421524048,0.18136385083198547,0.20560194551944733,0.0003643545787781477,-0.008627171628177166,0.036537446081638336,-0.003293281886726618,0.008806872181594372,1.100785991265539,0.0,3.37597393989563,1.1248207878689886e-10,0.999999999887518,1.0605759598547593e-05,0.00026306300424039364,-0.00026463731774128973,-2.7063031815544036e-09,4.930412744741375e-10,0.0001621103147044778,-0.00019390803936403245,-6.319082479500082e-10,2.1572739428155074e-10,0.0003301050455775112,-0.000323357293382287,3.744352827794728e-09,5.664818614192768e-10,0.0002906530280597508,-0.0002946010499726981,-3.3366291951608673e-09,7.282899283644895e-10,6.498501647911326e-07,-6.634111286984989e-07,-7.525015333076368e-12,2.2879535163552967e-15
layers.12.self_attn.q_proj,12,q_proj,"[4096, 4096]",0.08619426190853119,0.051869962364435196,0.07689126580953598,0.10203893482685089,0.00022044767683837563,-0.004487649071961641,0.04739439859986305,-0.004257609136402607,0.005898431409150362,1.1465239391309865,0.0,3.8698484897613525,3.262532236214398e-10,0.9999999996737468,1.8062492017634213e-05,0.0002269501710543409,-0.00024246536486316472,1.622834755465874e-09,4.435222744625378e-10,0.00012496541603468359,-0.00012844295997638255,9.478929863249164e-10,1.606461491610034e-10,0.0001737640704959631,-0.00018339035159442574,-2.334814341864444e-09,3.530452874489498e-10,0.00023788056569173932,-0.0002454443310853094,2.5758555288746265e-09,6.216762660216091e-10,5.257572297523438e-07,-4.981599204256781e-07,6.693615713787571e-12,2.9016697559807424e-15
layers.12.self_attn.v_proj,12,v_proj,"[1024, 4096]",0.0413021594285965,0.02968410961329937,0.03888510912656784,0.051915280520915985,3.4890294045908377e-05,-0.0022636789362877607,0.05831306800246239,-0.0011756933527067304,0.0024101303424686193,1.1513460419770496,0.0,3.058846950531006,1.908867842680693e-12,0.9999999999980911,1.3816194268656545e-06,0.00018404160800855607,-0.00019009780953638256,3.540806758906001e-08,4.067976511201721e-10,0.00013936114555690438,-0.0001377008156850934,1.411422090313863e-10,2.1012409867626758e-10,0.00018999884196091443,-0.0001792027469491586,-2.212463767747863e-09,3.6059419339373733e-10,0.00019662472186610103,-0.00019120103388559073,3.554117355974995e-08,6.427362531091774e-10,1.6079310682926007e-07,-1.704801206869888e-07,1.985174828342262e-12,2.9031151647656726e-16
layers.13.mlp.down_proj,13,down_proj,"[4096, 14336]",0.09488285332918167,0.07539519667625427,0.09866903722286224,0.12308350205421448,0.0005517443059943616,-0.01590730994939804,0.037061888724565506,-0.00741658266633749,0.0166245736181736,1.08461293744746,0.0,2.657621145248413,2.871062688789312e-09,0.9999999971289373,5.3582283726427704e-05,0.00013798530562780797,-0.00013961928198114038,1.44698042436886e-09,1.5520755514142337e-10,0.00011243626795476303,-0.00010640189429977909,-1.7039141209096442e-09,9.805933842699233e-11,0.00015607941895723343,-0.0001686365867499262,4.1578587794965927e-10,1.6802599589471612e-10,0.00016955778119154274,-0.00016591421444900334,-2.175355312550309e-10,2.6060434366037555e-10,9.430150953448901e-07,-8.727955105314322e-07,-2.3250687399695158e-12,5.254243204123833e-15
layers.13.mlp.gate_proj,13,gate_proj,"[14336, 4096]",0.20464465022087097,0.1126319095492363,0.24106697738170624,0.23508001863956451,0.00024425669107586145,-0.008333525620400906,0.015572475269436836,-0.0021944819018244743,0.008261307142674923,1.051012816448349,0.0,4.354146480560303,2.2147114652324865e-11,0.9999999999778529,4.706072104454506e-06,0.0004206518060527742,-0.00039396993815898895,-7.511799515746986e-10,7.224152942519879e-10,0.0001960137888090685,-0.0001639096299186349,1.3263697085097448e-10,2.18456350231655e-10,0.00043164915405213833,-0.0004544880648609251,1.1280445910699655e-08,1.0015415163877606e-09,0.0004188675666227937,-0.0003984548384323716,-6.253841888792522e-10,9.511909038195654e-10,4.6046838519941957e-07,-4.3732893573178444e-07,-1.1428878676777998e-11,1.028072157807159e-15
layers.13.mlp.up_proj,13,up_proj,"[14336, 4096]",0.17022371292114258,0.11134384572505951,0.1690973937511444,0.20507250726222992,0.00033967901254072785,-0.008792059496045113,0.023449121043086052,-0.003083084709942341,0.008869102224707603,1.0648408359856063,0.0,3.3935139179229736,8.647687087570821e-11,0.9999999999135232,9.299294106313027e-06,0.00029939788510091603,-0.0003219387726858258,1.2870007282117513e-09,4.986404067430783e-10,0.00015196156164165586,-0.0001504248211858794,1.872673571767791e-09,2.1350594903157827e-10,0.000318623089697212,-0.0003585309605114162,-1.6513823641872705e-09,4.922057761369558e-10,0.00031721184495836496,-0.000329630944179371,3.0768223524546556e-09,7.245349320506023e-10,7.200842446764e-07,-6.399320682248799e-07,3.316684817414317e-12,1.9854547574847366e-15
layers.13.self_attn.q_proj,13,q_proj,"[4096, 4096]",0.0806398093700409,0.051161009818315506,0.08169926702976227,0.0970395877957344,5.1921924750786275e-05,-0.00023050188610795885,0.051972053945064545,-0.0010165534913539886,0.0007918744813650846,1.1526554707415926,0.0,3.5979297161102295,1.0612907168607256e-12,0.9999999999989387,1.0301912425347837e-06,0.00020516928634606302,-0.00020849461725447327,-4.589054469761322e-09,3.882295041002237e-10,0.00010814119741553441,-0.00011028788867406547,4.0260578204609487e-10,1.5624374016809384e-10,0.0002239752939203754,-0.00022286991588771343,2.7633491050949033e-09,3.9848829791466756e-10,0.0002079619443975389,-0.00021346821449697018,-4.1990011467873956e-09,5.621540455358343e-10,1.416458701442025e-07,-1.4234839795790322e-07,-1.75625649006389e-12,1.6096094304779565e-16
layers.13.self_attn.v_proj,13,v_proj,"[1024, 4096]",0.0401538722217083,0.029578741639852524,0.038463491946458817,0.050924479961395264,6.347522139549255e-05,-0.004687138833105564,0.057461217045784,-0.0021464333403855562,0.004881310276687145,1.145306790334999,0.0,2.964111328125,2.120788841566404e-11,0.9999999999787921,4.605203230312327e-06,0.00021157664014026523,-0.0002260473556816578,-1.2959484152474943e-08,3.844936868890869e-10,0.0001365096977679059,-0.00013425774523057044,5.0193040834756175e-09,2.0863606675636248e-10,0.00019143011013511568,-0.0001705698377918452,7.605549967593106e-09,3.5280400823012315e-10,0.00024636712623760104,-0.00027878594119101763,-7.91982035508454e-09,6.184205370018958e-10,2.8148454589427274e-07,-3.159094319471478e-07,-1.2551132008709054e-11,9.608114949271815e-16
layers.14.mlp.down_proj,14,down_proj,"[4096, 14336]",0.09532266110181808,0.07522087544202805,0.09634668380022049,0.12260623276233673,0.0004417077580001205,-0.011310082860291004,0.024005945771932602,-0.0059533738531172276,0.01232735626399517,1.0548253735583444,0.0,2.6498682498931885,1.1913389778614434e-09,0.999999998808661,3.451576048973948e-05,0.0001273326197406277,-0.0001271624641958624,2.7017843517995743e-09,1.5665466146508322e-10,9.066493657883257e-05,-9.697498171590269e-05,-1.127526183530847e-09,9.756614960387822e-11,0.00016886305820662528,-0.0001525174011476338,1.6206234132454256e-09,1.6032078442584918e-10,0.00016066597891040146,-0.00015993110719136894,1.5547890752642957e-09,2.5853719165525035e-10,6.990094334469177e-07,-7.739239435977652e-07,-7.427553364025563e-12,3.367573664112629e-15
layers.14.mlp.gate_proj,14,gate_proj,"[14336, 4096]",0.2001495212316513,0.1119060143828392,0.2713060975074768,0.23056113719940186,0.00027990221860818565,-0.00872572511434555,0.013475524261593819,-0.0025378589052706957,0.008770452812314034,1.0433840561200327,0.0,4.245481491088867,3.9437057522882704e-11,0.999999999960563,6.279894478211645e-06,0.00038938221405260265,-0.0003828182234428823,-1.3515571994915376e-09,6.910332861487234e-10,0.0001329868973698467,-0.00013684834993910044,-1.197367760497059e-09,2.1560718488355946e-10,0.000585218658670783,-0.000628485344350338,4.126980535090752e-09,1.2716723229999616e-09,0.00041169527685269713,-0.0004049882118124515,-2.55573473495474e-09,9.153567348541003e-10,6.485085464191798e-07,-6.03863384185388e-07,-4.258462506234739e-12,1.353992542339603e-15
layers.14.mlp.up_proj,14,up_proj,"[14336, 4096]",0.16754582524299622,0.11255139857530594,0.17152146995067596,0.202937513589859,8.836581400828436e-05,-0.0032569561153650284,0.016289720311760902,-0.0007935113389976323,0.003090502694249153,1.043643681061667,0.0,3.25205397605896,3.7971875987558373e-13,0.9999999999996203,6.162125600894797e-07,0.00023238062567543238,-0.00022849025845061988,1.0924495752462349e-09,4.830999489335852e-10,0.00017760218179319054,-0.00017948605818673968,2.3256638836954835e-09,2.181464592299065e-10,0.000277134618954733,-0.00028278492391109467,-4.035923151235465e-09,5.062857910687057e-10,0.0002860459790099412,-0.0002527307951822877,3.3889970829648064e-09,7.094234644178243e-10,1.4571278939001786e-07,-1.4280131210853142e-07,2.079622498513123e-12,1.344245522457311e-16
layers.14.self_attn.q_proj,14,q_proj,"[4096, 4096]",0.07862992584705353,0.05063795670866966,0.08177173137664795,0.09491197019815445,0.00021830714831594378,-0.0005262226331979036,0.0468502976000309,-0.004318677820265293,0.0026402755174785852,1.135002491296305,0.0,3.513016700744629,3.455079238324554e-10,0.999999999654492,1.858784344221931e-05,0.0001695443643257022,-0.00015688785060774535,4.7881334452881674e-09,3.691400518590626e-10,0.00012424858869053423,-0.00012678788334596902,1.4641847734253588e-09,1.530942872474128e-10,0.0002191713429056108,-0.00023708328080829233,-9.612742823961185e-10,3.992391972573728e-10,0.0002164808684028685,-0.0002123767917510122,6.179913913939572e-09,5.378227307950567e-10,6.329629513857071e-07,-5.851418336533243e-07,2.5663971815748088e-12,2.845692313112021e-15
